tree_id,species_name,dbh_in,x_coord,y_coord,collection_date,collector,height_ft,canopy_cover_ft,tree_condition,leaf_area_ft,leaf_biomass_lbs,leaf_area_index,basal_area_ft,street_tree,native_to_state,structural_value_dollars,carbon_storage_lbs,carbon_storage_dollars,gross_carbon_sequestration_lb_per_year,gross_carbon_sequestration_dollars_per_year,avoided_runoff_ft_per_year,avoided_runoff_dollars_per_year,carbon_avoided_lbs_per_year,carbon_avoided_dollars_per_year,pollution_removal_oz_per_year,pollution_removal_dollars_per_year,energy_savings_dollars_per_year,total_annual_benefits_dollars_per_year,leaf_area_2_ft,potential_evapotranspiration_ft_per_year,evaporation_ft_per_year,transpiration_ft_per_year,water_intercepted_ft_per_year,avoided_runoff_2_ft_per_year,avoided_runoff_value_dollars_per_year,co_removed_oz_per_year,o3_removed_oz_per_year,no2_removed_oz_per_year,so2_removed_ox_per_year,pm25_removed_oz_per_year,co_value_dollars_per_year,o3_value_dollars_per_year,no2_value_dollars_per_year,so2_value_dollars_per_year,pm25_value_dollars_per_year,oxygen_production_lbs_per_year,isoprene_oz_per_year,monoterpene_oz_per_year,vocs_oz_per_year,pollution_value_dollars_per_year,carbon_avoided_2_oz_per_year,carbon_avoided_2_dollars_per_year,heating_MBTU_per_year,heating_dollars_per_year,heating_Kwh_per_year,heating_2_dollars_per_year,cooling_Kwh_per_year,cooling_dollars_per_year,total_energy_savings_dollars_per_year
5048,Japanese flowering cherry,10.4,-86.11628852,42.77218398,6/14/18,GIS_Intern_BPW,46.2,356.3,FAIR,1618,25.6,4.5,0.6,NO,NO,931.54,435.8,37.16,16.1,1.38,12.6,0.84,-12.7,-1.09,6,0.66,-2.81,-1.02,1618,391.7,59.2,147.1,59.3,12.6,0.84,0.1,5.1,0.4,0.2,0.2,0,0.2,0,0,0.45,43,0,0.1,0.1,0.65,-12.74,-1.09,-0.44,-6.11,-3.84,-0.54,27.25,3.84,-2.81
5049,Japanese flowering cherry,5.1,-86.10591981,42.77857279,6/29/18,GIS_Intern_BPW,29.1,156.1,FAIR,552.8,8.8,3.5,0.1,NO,NO,133.42,76.8,6.55,5.9,0.5,4.3,0.29,3.4,0.29,2,0.22,1.05,2.35,552.8,133.8,20.2,50.3,20.3,4.3,0.29,0,1.7,0.1,0.1,0.1,0,0.07,0,0,0.15,15.6,0,0,0,0.22,3.36,0.29,0,0.05,-0.03,0,7.1,1,1.05
5058,Japanese flowering cherry,1.4,-86.10757793,42.77693804,6/18/18,GIS_Intern_BPW,13.7,51.5,FAIR,153.1,2.4,3,0,NO,NO,32.63,3.3,0.28,1,0.08,1.2,0.08,-7.9,-0.68,0.6,0.06,-2.1,-2.55,153.1,37.1,5.6,13.9,5.6,1.2,0.08,0,0.5,0,0,0,0,0.02,0,0,0.04,2.6,0,0,0,0.06,-7.92,-0.68,-0.14,-1.98,-1.19,-0.17,0.33,0.05,-2.1
5092,Japanese flowering cherry,5,-86.11037949,42.7730279,6/22/18,GIS_Intern_BPW,28.7,153.9,FAIR,541.5,8.6,3.5,0.1,NO,NO,130.13,74.5,6.35,5.8,0.49,4.2,0.28,15.1,1.29,2,0.22,4.06,6.34,541.5,131.1,19.8,49.2,19.8,4.2,0.28,0,1.7,0.1,0.1,0.1,0,0.07,0,0,0.15,15.4,0,0,0,0.22,15.13,1.29,0.25,3.54,2.11,0.3,1.6,0.22,4.06
5102,Japanese flowering cherry,2.4,-86.05773929,42.78927263,5/25/18,GIS_Intern_BPW,18,75.4,FAIR,230.3,3.6,3.1,0,NO,NO,32.63,12.2,1.04,2,0.17,1.8,0.12,0,0,0.8,0.09,0.01,0.39,230.3,55.7,8.4,20.9,8.4,1.8,0.12,0,0.7,0.1,0,0,0,0.03,0,0,0.06,5.4,0,0,0,0.09,0.01,0,0,-0.02,-0.01,0,0.18,0.02,0.01
5103,Japanese flowering cherry,12,-86.125615,42.77109405,6/12/18,GIS_Intern_BPW,50.4,419.1,FAIR,1989,31.5,4.7,0.8,NO,NO,1115.21,617.6,52.67,19.8,1.69,15.5,1.03,86.6,7.39,7.3,0.81,23.25,34.17,1989,481.5,72.8,180.8,72.9,15.5,1.03,0.1,6.2,0.5,0.2,0.3,0,0.25,0,0,0.55,52.8,0,0.1,0.1,0.8,86.63,7.39,1.45,20.26,12.1,1.7,9.13,1.29,23.25
5117,Japanese flowering cherry,14.8,-86.07359726,42.78650253,5/31/18,GIS_Intern_BPW,56.3,526.9,FAIR,2601.4,41.2,4.9,1.2,NO,NO,1499.77,1029.6,87.8,26.7,2.28,20.2,1.35,39.6,3.37,9.6,1.06,10.73,18.79,2601.4,629.8,95.2,236.5,95.3,20.2,1.35,0.1,8.1,0.7,0.3,0.4,0.01,0.32,0.01,0,0.72,71.2,0,0.1,0.1,1.06,39.55,3.37,0.62,8.68,5.12,0.72,9.42,1.33,10.73
5128,Japanese flowering cherry,5.5,-86.12064532,42.77575638,6/7/18,GIS_Intern_BPW,30.4,169.7,FAIR,611.6,9.7,3.6,0.2,NO,NO,155.17,92.3,7.87,6.5,0.56,4.8,0.32,12.8,1.09,2.3,0.25,3.45,5.66,611.6,148.1,22.4,55.6,22.4,4.8,0.32,0,1.9,0.2,0.1,0.1,0,0.08,0,0,0.17,17.4,0,0,0,0.25,12.82,1.09,0.21,2.97,1.77,0.25,1.62,0.23,3.45
5136,Japanese flowering cherry,17,-86.07569893,42.78733908,6/1/18,GIS_Intern_BPW,59.8,607,FAIR,3001.7,47.6,4.9,1.6,NO,NO,1858.29,1443.2,123.07,32.6,2.78,23.3,1.56,85.7,7.31,11.1,1.22,22.96,35.82,3001.7,726.7,109.8,272.9,110,23.3,1.56,0.1,9.4,0.8,0.3,0.4,0.01,0.37,0.01,0,0.83,86.9,0,0.1,0.2,1.22,85.68,7.31,1.45,20.24,12.09,1.7,7.2,1.01,22.96
5143,Japanese flowering cherry,12.5,-86.07540639,42.78721992,6/1/18,GIS_Intern_BPW,51.5,437.4,FAIR,2096.4,33.2,4.8,0.9,NO,NO,1177.99,682.2,58.18,21,1.79,16.3,1.09,86.6,7.39,7.7,0.85,23.25,34.37,2096.4,507.5,76.7,190.6,76.8,16.3,1.09,0.1,6.5,0.6,0.2,0.3,0,0.26,0,0,0.58,56,0,0.1,0.1,0.84,86.63,7.39,1.45,20.26,12.1,1.7,9.13,1.29,23.25
5158,Japanese flowering cherry,2.5,-86.11181473,42.77322558,6/22/18,GIS_Intern_BPW,18.6,78.5,FAIR,241.3,3.8,3.1,0,NO,NO,32.63,13.5,1.15,2.2,0.18,1.9,0.13,-9.8,-0.83,0.9,0.1,-2.46,-2.89,241.3,58.4,8.8,21.9,8.8,1.9,0.13,0,0.8,0.1,0,0,0,0.03,0,0,0.07,5.7,0,0,0,0.1,-9.78,-0.83,-0.22,-3.13,-1.89,-0.27,6.64,0.94,-2.46
5159,Japanese flowering cherry,8.6,-86.1089764,42.77432366,6/21/18,GIS_Intern_BPW,41,283.5,FAIR,1203,19.1,4.2,0.4,NO,NO,756.27,274.3,23.39,12.3,1.05,9.4,0.63,86.1,7.34,4.4,0.49,23.11,32.62,1203,291.3,44,109.4,44.1,9.4,0.63,0.1,3.8,0.3,0.1,0.2,0,0.15,0,0,0.33,32.8,0,0.1,0.1,0.48,86.12,7.34,1.44,20.16,12.04,1.7,8.92,1.26,23.11
5162,Japanese flowering cherry,5.6,-86.12359273,42.76930716,6/13/18,GIS_Intern_BPW,30.6,172,FAIR,621.8,9.9,3.6,0.2,NO,NO,160.86,96.4,8.22,6.7,0.57,4.8,0.32,30.2,2.58,2.3,0.25,8.11,11.83,621.8,150.5,22.7,56.5,22.8,4.8,0.32,0,1.9,0.2,0.1,0.1,0,0.08,0,0,0.17,17.9,0,0,0,0.25,30.21,2.58,0.51,7.07,4.22,0.59,3.13,0.44,8.11
5202,Japanese flowering cherry,4.5,-86.11464793,42.77595442,6/14/18,GIS_Intern_BPW,26.9,138.9,FAIR,475.6,7.5,3.4,0.1,NO,NO,105.31,57.5,4.91,5,0.42,3.7,0.25,6.9,0.59,1.8,0.19,2.19,3.64,475.6,115.1,17.4,43.2,17.4,3.7,0.25,0,1.5,0.1,0.1,0.1,0,0.06,0,0,0.13,13.2,0,0,0,0.19,6.9,0.59,-0.01,-0.1,-0.1,-0.01,16.34,2.3,2.19
5222,Japanese flowering cherry,2.5,-86.10884466,42.77564639,6/18/18,GIS_Intern_BPW,18.3,77,FAIR,236.2,3.7,3.1,0,NO,NO,32.63,13.5,1.15,2.2,0.18,1.8,0.12,-2.3,-0.2,0.9,0.1,-0.57,-0.36,236.2,57.2,8.6,21.5,8.7,1.8,0.12,0,0.7,0.1,0,0,0,0.03,0,0,0.07,5.7,0,0,0,0.1,-2.33,-0.2,-0.06,-0.83,-0.5,-0.07,2.38,0.34,-0.57
5226,Japanese flowering cherry,9.8,-86.12146181,42.77024065,6/25/18,GIS_Intern_BPW,44.5,330.1,FAIR,1468,23.3,4.4,0.5,NO,NO,869.43,377,32.15,14.8,1.26,11.4,0.76,86.6,7.38,5.4,0.6,23.24,33.24,1468,355.4,53.7,133.4,53.8,11.4,0.76,0.1,4.6,0.4,0.2,0.2,0,0.18,0,0,0.41,39.6,0,0.1,0.1,0.59,86.57,7.38,1.45,20.25,12.09,1.7,9.12,1.29,23.24
5248,Japanese flowering cherry,2.1,-86.10994355,42.77692344,6/18/18,GIS_Intern_BPW,16.7,67.9,FAIR,204.6,3.2,3,0,NO,NO,32.63,8.8,0.75,1.7,0.14,1.6,0.11,-2.6,-0.22,0.8,0.08,-0.69,-0.57,204.6,49.5,7.5,18.6,7.5,1.6,0.11,0,0.6,0.1,0,0,0,0.03,0,0,0.06,4.5,0,0,0,0.09,-2.58,-0.22,-0.05,-0.64,-0.38,-0.05,0.04,0.01,-0.69
5269,Japanese flowering cherry,13.6,-86.07378389,42.7872273,6/1/18,GIS_Intern_BPW,53.9,483.1,FAIR,2351.4,37.3,4.9,1,NO,NO,1325.12,837.9,71.45,23.7,2.02,18.3,1.22,172.3,14.69,8.7,0.96,46.21,65.1,2351.4,569.3,86,213.8,86.1,18.3,1.22,0.1,7.3,0.6,0.3,0.3,0,0.29,0.01,0,0.65,63.1,0,0.1,0.1,0.95,172.31,14.69,2.9,40.5,24.19,3.41,16.33,2.3,46.21
5271,Japanese flowering cherry,14.6,-86.05094493,42.78910025,5/22/18,GIS_Intern_BPW,55.9,518.7,FAIR,2553,40.5,4.9,1.2,NO,NO,1470.1,996.5,84.98,26.2,2.23,19.9,1.33,98.7,8.42,9.4,1.04,28.64,41.66,2553,618.1,93.4,232.1,93.5,19.9,1.33,0.1,8,0.7,0.3,0.4,0.01,0.32,0.01,0,0.71,69.9,0,0.1,0.1,1.05,98.72,8.42,0.87,12.12,7.09,1,110.23,15.53,28.64
5278,Japanese flowering cherry,1.2,-86.12577171,42.77122324,6/12/18,GIS_Intern_BPW,12.4,45.4,FAIR,134,2.1,3,0,NO,NO,32.63,2.3,0.19,0.8,0.07,1,0.07,-1.3,-0.11,0.5,0.05,-0.34,-0.26,134,32.4,4.9,12.2,4.9,1,0.07,0,0.4,0,0,0,0,0.02,0,0,0.04,2.1,0,0,0,0.06,-1.28,-0.11,-0.02,-0.32,-0.19,-0.03,0.01,0,-0.34
5284,Japanese flowering cherry,8.7,-86.1168343,42.77271538,6/11/18,GIS_Intern_BPW,41.4,289.5,FAIR,1235,19.6,4.3,0.4,NO,NO,766.01,282.9,24.12,12.5,1.07,9.6,0.64,38.7,3.3,4.6,0.5,11,16.51,1235,299,45.2,112.3,45.2,9.6,0.64,0.1,3.9,0.3,0.1,0.2,0,0.15,0,0,0.34,33.4,0,0.1,0.1,0.49,38.67,3.3,0.42,5.88,3.43,0.48,32.91,4.64,11
5286,Japanese flowering cherry,6.3,-86.10899429,42.77437772,6/21/18,GIS_Intern_BPW,33.2,196.1,FAIR,738,11.7,3.8,0.2,NO,NO,203.59,128.5,10.96,7.9,0.67,5.7,0.38,79.2,6.75,2.7,0.3,21.26,29.37,738,178.7,27,67.1,27,5.7,0.38,0,2.3,0.2,0.1,0.1,0,0.09,0,0,0.2,21.1,0,0,0,0.29,79.16,6.75,1.32,18.44,11,1.55,9.02,1.27,21.26
5292,Japanese flowering cherry,3,-86.11200331,42.77694311,6/14/18,GIS_Intern_BPW,20.5,91.6,FAIR,286.5,4.5,3.1,0,NO,NO,46.17,21.1,1.8,2.8,0.24,2.2,0.15,24,2.05,1.1,0.12,6.49,9.04,286.5,69.4,10.5,26,10.5,2.2,0.15,0,0.9,0.1,0,0,0,0.04,0,0,0.08,7.4,0,0,0,0.12,24.04,2.05,0.39,5.41,3.22,0.45,4.47,0.63,6.49
5297,Japanese flowering cherry,13.1,-86.06355457,42.79154884,5/30/18,GIS_Intern_BPW,52.8,460,FAIR,2232.1,35.4,4.9,0.9,NO,NO,1250.65,758.4,64.67,22.3,1.9,17.4,1.16,114.3,9.75,8.2,0.91,31.17,44.89,2232.1,540.4,81.7,202.9,81.8,17.4,1.16,0.1,7,0.6,0.3,0.3,0,0.28,0.01,0,0.62,59.5,0,0.1,0.1,0.91,114.29,9.75,1.73,24.18,14.36,2.02,35.29,4.97,31.17
5303,Japanese flowering cherry,14.2,-86.074327,42.78637936,5/31/18,GIS_Intern_BPW,55.1,506.7,FAIR,2483.6,39.4,4.9,1.1,NO,NO,1410.6,930.8,79.37,25.2,2.15,19.3,1.29,172.3,14.69,9.2,1.01,46.21,65.35,2483.6,601.3,90.9,225.8,91,19.3,1.29,0.1,7.8,0.7,0.3,0.3,0.01,0.31,0.01,0,0.69,67.1,0,0.1,0.1,1.02,172.31,14.69,2.9,40.5,24.19,3.41,16.33,2.3,46.21
5304,Japanese flowering cherry,7.2,-86.1061074,42.7712333,6/27/18,GIS_Intern_BPW,36.3,229.7,FAIR,908.2,14.4,4,0.3,NO,NO,642.91,177.9,15.17,9.6,0.82,7.1,0.47,86.8,7.4,3.3,0.37,23.3,32.36,908.2,219.9,33.2,82.6,33.3,7.1,0.47,0,2.8,0.2,0.1,0.1,0,0.11,0,0,0.25,25.5,0,0,0,0.36,86.77,7.4,1.45,20.21,12.07,1.7,9.91,1.4,23.3
5369,Japanese flowering cherry,1.4,-86.11024454,42.77030433,6/19/18,GIS_Intern_BPW,13.5,50.3,FAIR,149.3,2.4,3,0,NO,NO,32.63,3.3,0.28,1,0.08,1.2,0.08,0,0,0.6,0.06,0,0.22,149.3,36.2,5.5,13.6,5.5,1.2,0.08,0,0.5,0,0,0,0,0.02,0,0,0.04,2.6,0,0,0,0.06,0,0,0,0,0,0,0,0,0
5375,Japanese flowering cherry,6.8,-86.0525697,42.7875511,5/18/18,GIS_Intern_BPW,35.1,216.4,FAIR,840.3,13.3,3.9,0.3,NO,NO,237.19,154.8,13.2,8.8,0.75,6.5,0.44,59.1,5.04,3.1,0.34,15.95,22.52,840.3,203.4,30.7,76.4,30.8,6.5,0.44,0,2.6,0.2,0.1,0.1,0,0.1,0,0,0.23,23.5,0,0,0,0.33,59.11,5.04,0.96,13.41,7.97,1.12,10.05,1.42,15.95
5381,Japanese flowering cherry,4.1,-86.10621368,42.77582926,7/2/18,GIS_Intern_BPW,25.2,124.7,FAIR,415.8,6.6,3.3,0.1,NO,NO,86.43,45.2,3.86,4.3,0.37,3.2,0.22,24.5,2.09,1.5,0.17,6.59,9.43,415.8,100.7,15.2,37.8,15.2,3.2,0.22,0,1.3,0.1,0,0.1,0,0.05,0,0,0.12,11.5,0,0,0,0.17,24.48,2.09,0.4,5.63,3.36,0.47,3.44,0.49,6.59
5385,Japanese flowering cherry,12.8,-86.05665647,42.78883118,5/24/18,GIS_Intern_BPW,52.2,452.4,FAIR,2178.8,34.5,4.8,0.9,NO,NO,1216.88,722.8,61.64,21.7,1.85,16.9,1.13,114.3,9.75,8,0.89,31.17,44.79,2178.8,527.5,79.7,198.1,79.8,16.9,1.13,0.1,6.8,0.6,0.2,0.3,0,0.27,0,0,0.6,57.9,0,0.1,0.1,0.87,114.29,9.75,1.73,24.18,14.36,2.02,35.29,4.97,31.17
5395,Japanese flowering cherry,14.3,-86.07453396,42.7872151,6/1/18,GIS_Intern_BPW,55.3,510.7,FAIR,2504.6,39.7,4.9,1.1,NO,NO,1425.2,946.9,80.74,25.4,2.17,19.5,1.3,173.8,14.82,9.2,1.02,46.69,66,2504.6,606.4,91.6,227.7,91.8,19.5,1.3,0.1,7.8,0.7,0.3,0.4,0.01,0.31,0.01,0,0.69,67.8,0,0.1,0.1,1.02,173.8,14.82,2.9,40.44,24.15,3.4,20.2,2.85,46.69
5401,Japanese flowering cherry,12.7,-86.0732349,42.78684361,5/31/18,GIS_Intern_BPW,52,448.6,FAIR,2158.1,34.2,4.8,0.9,NO,NO,1203.81,709.1,60.47,21.5,1.83,16.8,1.12,141.6,12.08,8,0.88,38.06,53.96,2158.1,522.5,78.9,196.2,79.1,16.8,1.12,0.1,6.7,0.6,0.2,0.3,0,0.27,0,0,0.6,57.2,0,0.1,0.1,0.87,141.61,12.08,2.36,32.86,19.59,2.76,17.3,2.44,38.06
5408,Japanese flowering cherry,15.3,-86.05100154,42.78915055,5/22/18,GIS_Intern_BPW,57.2,547.4,FAIR,2706.4,42.9,4.9,1.3,NO,NO,1576.89,1116.4,95.2,28,2.39,21,1.41,126.7,10.81,10,1.1,34.17,49.87,2706.4,655.2,99,246,99.1,21,1.41,0.1,8.4,0.7,0.3,0.4,0.01,0.34,0.01,0,0.75,74.7,0,0.1,0.1,1.11,126.73,10.81,2.07,28.86,17.18,2.42,20.49,2.89,34.17
5417,Japanese flowering cherry,7,-86.10804033,42.77483051,6/18/18,GIS_Intern_BPW,35.8,224.3,FAIR,881.8,14,3.9,0.3,NO,NO,251.34,166.1,14.16,9.2,0.78,6.9,0.46,86.6,7.38,3.3,0.36,23.24,32.22,881.8,213.5,32.3,80.2,32.3,6.9,0.46,0,2.8,0.2,0.1,0.1,0,0.11,0,0,0.24,24.5,0,0,0,0.35,86.57,7.38,1.45,20.25,12.09,1.7,9.12,1.29,23.24
5429,Japanese flowering cherry,6,-86.05772734,42.78799131,5/25/18,GIS_Intern_BPW,32.2,186.3,FAIR,690.3,10.9,3.7,0.2,NO,NO,182.71,112.6,9.6,7.3,0.62,5.4,0.36,14.7,1.25,2.5,0.28,4,6.52,690.3,167.1,25.3,62.8,25.3,5.4,0.36,0,2.2,0.2,0.1,0.1,0,0.09,0,0,0.19,19.5,0,0,0,0.28,14.68,1.25,0.22,3.12,1.84,0.26,4.44,0.63,4
5440,Japanese flowering cherry,5.1,-86.10996087,42.77683058,6/18/18,GIS_Intern_BPW,29,156.1,FAIR,550.8,8.7,3.5,0.1,NO,NO,133.42,76.8,6.55,5.9,0.5,4.3,0.29,29.1,2.48,2,0.22,7.8,11.29,550.8,133.4,20.2,50.1,20.2,4.3,0.29,0,1.7,0.1,0.1,0.1,0,0.07,0,0,0.15,15.6,0,0,0,0.22,29.06,2.48,0.49,6.78,4.05,0.57,3.2,0.45,7.8
5469,Japanese flowering cherry,2.2,-86.11709727,42.77807358,6/25/18,GIS_Intern_BPW,17.2,70.9,FAIR,214.7,3.4,3,0,NO,NO,32.63,9.9,0.84,1.8,0.15,1.7,0.11,-7.8,-0.67,0.8,0.09,-2.02,-2.33,214.7,52,7.9,19.5,7.9,1.7,0.11,0,0.7,0.1,0,0,0,0.03,0,0,0.06,4.8,0,0,0,0.09,-7.84,-0.67,-0.16,-2.28,-1.37,-0.19,3.2,0.45,-2.02
5484,Japanese flowering cherry,17.1,-86.07510717,42.78721304,6/1/18,GIS_Intern_BPW,60,611.4,FAIR,3021.9,47.9,4.9,1.6,NO,NO,1875.77,1464,124.84,32.8,2.8,23.5,1.57,173.8,14.82,11.1,1.23,46.69,67.11,3021.9,731.6,110.6,274.7,110.7,23.5,1.57,0.1,9.4,0.8,0.3,0.4,0.01,0.38,0.01,0,0.84,87.6,0,0.1,0.2,1.24,173.8,14.82,2.9,40.44,24.15,3.4,20.2,2.85,46.69
5496,Japanese flowering cherry,15.9,-86.10719252,42.7769943,6/15/18,GIS_Intern_BPW,58.1,568.3,FAIR,2810.6,44.5,4.9,1.4,NO,NO,1679.8,1234.1,105.24,29.7,2.53,21.9,1.46,103.3,8.81,10.4,1.14,28.63,42.58,2810.6,680.5,102.8,255.5,103,21.9,1.46,0.1,8.8,0.7,0.3,0.4,0.01,0.35,0.01,0,0.78,79.2,0,0.1,0.2,1.15,103.33,8.81,1.4,19.6,11.59,1.63,52.5,7.4,28.63
5509,Japanese flowering cherry,23.6,-86.07489177,42.78638601,5/31/18,GIS_Intern_BPW,64.7,789.2,FAIR,3685.1,58.4,4.7,3,NO,NO,3235.16,3214.8,274.14,52.1,4.45,28.7,1.92,172.3,14.69,13.6,1.5,46.21,68.76,3685.1,892.2,134.8,335,135,28.7,1.92,0.2,11.5,1,0.4,0.5,0.01,0.46,0.01,0,1.02,139,0,0.2,0.2,1.5,172.31,14.69,2.9,40.5,24.19,3.41,16.33,2.3,46.21
5517,Japanese flowering cherry,8.9,-86.12403772,42.76930529,6/13/18,GIS_Intern_BPW,41.9,295.6,FAIR,1271.6,20.2,4.3,0.4,NO,NO,780.82,296,25.25,12.9,1.1,9.9,0.66,86.4,7.37,4.7,0.52,23.18,32.82,1271.6,307.8,46.5,115.6,46.6,9.9,0.66,0.1,4,0.3,0.1,0.2,0,0.16,0,0,0.35,34.3,0,0.1,0.1,0.51,86.37,7.37,1.45,20.23,12.08,1.7,8.84,1.25,23.18
5519,Japanese flowering cherry,13.8,-86.07388326,42.78652771,5/31/18,GIS_Intern_BPW,54.3,490.9,FAIR,2393.4,37.9,4.9,1,NO,NO,1353.2,868.2,74.04,24.2,2.06,18.6,1.24,29.8,2.54,8.8,0.97,8.69,15.51,2393.4,579.4,87.6,217.6,87.7,18.6,1.24,0.1,7.5,0.6,0.3,0.3,0,0.3,0.01,0,0.66,64.5,0,0.1,0.1,0.97,29.81,2.54,0.25,3.46,1.87,0.26,35.29,4.97,8.69
5532,Japanese flowering cherry,6.9,-86.07512518,42.78733177,6/1/18,GIS_Intern_BPW,35.3,219,FAIR,853,13.5,3.9,0.3,NO,NO,241.39,158.1,13.48,8.9,0.76,6.6,0.44,55.9,4.77,3.1,0.35,15.09,21.41,853,206.5,31.2,77.5,31.3,6.6,0.44,0,2.7,0.2,0.1,0.1,0,0.11,0,0,0.24,23.8,0,0,0,0.35,55.9,4.77,0.9,12.62,7.5,1.06,10.07,1.42,15.09
5537,Japanese flowering cherry,6.1,-86.11707563,42.77216404,6/11/18,GIS_Intern_BPW,32.7,191.1,FAIR,715.2,11.3,3.7,0.2,NO,NO,190.87,118.8,10.13,7.6,0.64,5.6,0.37,0.9,0.08,2.6,0.29,0.33,1.71,715.2,173.1,26.2,65,26.2,5.6,0.37,0,2.2,0.2,0.1,0.1,0,0.09,0,0,0.2,20.2,0,0,0,0.29,0.9,0.08,-0.02,-0.23,-0.18,-0.03,4.16,0.59,0.33
5542,Japanese flowering cherry,3.6,-86.11354217,42.77117734,6/20/18,GIS_Intern_BPW,23,107.5,FAIR,348,5.5,3.2,0.1,NO,NO,66.48,32.9,2.8,3.6,0.31,2.7,0.18,30.3,2.58,1.3,0.14,8.13,11.34,348,84.3,12.7,31.6,12.7,2.7,0.18,0,1.1,0.1,0,0,0,0.04,0,0,0.1,9.6,0,0,0,0.14,30.26,2.58,0.51,7.05,4.21,0.59,3.48,0.49,8.13
5550,Japanese flowering cherry,1,-86.11235406,42.77853044,6/5/18,GIS_Intern_BPW,11.7,43,FAIR,126.7,2,2.9,0,NO,NO,32.63,1.4,0.12,0.6,0.05,1,0.07,-1.3,-0.11,0.5,0.05,-0.35,-0.29,126.7,30.7,4.6,11.5,4.6,1,0.07,0,0.4,0,0,0,0,0.02,0,0,0.04,1.6,0,0,0,0.06,-1.31,-0.11,-0.02,-0.33,-0.2,-0.03,0.04,0.01,-0.35
5553,Japanese flowering cherry,3.9,-86.11193969,42.76907107,6/22/18,GIS_Intern_BPW,24.3,116.9,FAIR,385.8,6.1,3.3,0.1,NO,NO,78.02,39.9,3.41,4,0.34,3,0.2,24,2.04,1.4,0.16,6.48,9.23,385.8,93.4,14.1,35.1,14.1,3,0.2,0,1.2,0.1,0,0.1,0,0.05,0,0,0.11,10.7,0,0,0,0.16,23.97,2.04,0.38,5.34,3.18,0.45,4.93,0.69,6.48
5555,Japanese flowering cherry,4,-86.10883188,42.7753484,6/18/18,GIS_Intern_BPW,24.7,120.8,FAIR,400.6,6.3,3.3,0.1,NO,NO,82.07,42.5,3.62,4.2,0.35,3.1,0.21,10,0.85,1.5,0.16,2.96,4.54,400.6,97,14.7,36.4,14.7,3.1,0.21,0,1.3,0.1,0,0.1,0,0.05,0,0,0.11,11.1,0,0,0,0.16,9.96,0.85,0.06,0.84,0.47,0.07,14.61,2.06,2.96
5556,Japanese flowering cherry,2.7,-86.11729347,42.77747748,6/6/18,GIS_Intern_BPW,19.2,83.3,FAIR,257.3,4.1,3.1,0,NO,NO,37.39,16.3,1.39,2.4,0.2,2,0.13,0,0,0.9,0.1,0,0.44,257.3,62.3,9.4,23.4,9.4,2,0.13,0,0.8,0.1,0,0,0,0.03,0,0,0.07,6.4,0,0,0,0.1,0,0,0,0,0,0,0,0,0
5557,Japanese flowering cherry,5.6,-86.10884944,42.77608283,6/18/18,GIS_Intern_BPW,30.9,174.4,FAIR,634.3,10.1,3.6,0.2,NO,NO,160.86,96.4,8.22,6.7,0.57,4.9,0.33,23.1,1.97,2.3,0.26,6.43,9.56,634.3,153.6,23.2,57.7,23.2,4.9,0.33,0,2,0.2,0.1,0.1,0,0.08,0,0,0.18,17.9,0,0,0,0.26,23.14,1.97,0.31,4.29,2.55,0.36,12.66,1.78,6.43
5590,Japanese flowering cherry,17.2,-86.10791463,42.77494071,6/18/18,GIS_Intern_BPW,60.1,615.8,FAIR,3035.7,48.1,4.9,1.6,NO,NO,1893.35,1484.9,126.63,33.1,2.82,23.6,1.58,46.2,3.94,11.2,1.23,13.06,22.64,3035.7,734.9,111.1,276,111.2,23.6,1.58,0.1,9.5,0.8,0.3,0.4,0.01,0.38,0.01,0,0.84,88.3,0,0.1,0.2,1.24,46.19,3.94,0.53,7.4,4.24,0.6,35.96,5.07,13.06
5623,Japanese flowering cherry,12.6,-86.07445926,42.78721869,6/1/18,GIS_Intern_BPW,51.7,441.2,FAIR,2116.9,33.5,4.8,0.9,NO,NO,1190.85,695.6,59.32,21.2,1.81,16.5,1.1,172.3,14.69,7.8,0.86,46.21,64.67,2116.9,512.5,77.4,192.4,77.6,16.5,1.1,0.1,6.6,0.6,0.2,0.3,0,0.26,0,0,0.59,56.6,0,0.1,0.1,0.85,172.31,14.69,2.9,40.5,24.19,3.41,16.33,2.3,46.21
5628,Japanese flowering cherry,7.7,-86.12348555,42.77043208,6/13/18,GIS_Intern_BPW,38,248.8,FAIR,1011.1,16,4.1,0.3,NO,NO,681.09,209.5,17.86,10.5,0.9,7.9,0.53,75.4,6.43,3.7,0.41,20.74,29,1011.1,244.8,37,91.9,37,7.9,0.53,0,3.2,0.3,0.1,0.1,0,0.13,0,0,0.28,28.1,0,0,0.1,0.41,75.38,6.43,1.08,15.03,8.95,1.26,31.57,4.45,20.74
5634,Japanese flowering cherry,2.8,-86.07557498,42.78727261,6/1/18,GIS_Intern_BPW,19.7,84.9,FAIR,263.7,4.2,3.1,0,NO,NO,40.21,17.8,1.52,2.5,0.22,2.1,0.14,30.2,2.58,1,0.11,8.12,11.16,263.7,63.9,9.6,24,9.7,2.1,0.14,0,0.8,0.1,0,0,0,0.03,0,0,0.07,6.7,0,0,0,0.1,30.25,2.58,0.51,7.07,4.23,0.6,3.19,0.45,8.12
